Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,vCPUs,Clock Speed(GHz),Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Average cost,EMR cost
M5 General Purpose 12xlarge Extra Large,m5d.12xlarge,"686,237.133",General purpose,157.0 fps,192 GiB,2666 MT/s,48 vCPUs,3.1 GHz,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$2.712 hourly,$1.709 hourly,$1.0401 hourly,$0.27 hourly
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,"686,965.544",Compute optimized,210.0 fps,64 GiB,4800 MT/s,32 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$1.3566 hourly,$0.8974 hourly,$0.6285 hourly,
M7I Eight Extra Large,m7i.8xlarge,"699,530.003",General purpose,200.0 fps,128 GiB,4800 MT/s,32 vCPUs,3.2 GHz,EBS only,12.5 Gigabit,$1.6128 hourly,$1.0669 hourly,$0.8348 hourly,$0.4032 hourly
R5 12xlarge Extra Large,r5.12xlarge,"703,743.525",Memory optimized,158.0 fps,384 GiB,3200 MT/s,48 vCPUs,3.1 GHz,EBS only,12 Gigabit,$3.024 hourly,$1.905 hourly,$1.0557 hourly,$0.27 hourly
R5N 12xlarge Extra Large,r5n.12xlarge,"719,172.951",Memory optimized,158.0 fps,384 GiB,2933 MT/s,48 vCPUs,2.5 GHz,EBS only,50 Gigabit,$3.576 hourly,$2.253 hourly,$1.422 hourly,$0.27 hourly
C8A Quadruple Extra Large,c8a.4xlarge,"731,565.384",Compute optimized,237.0 fps,32 GiB,6400 MT/s,16 vCPUs,Up to 4.5 GHz,EBS only,Up to 15 Gigabit,$0.8622 hourly,,$0.4037 hourly,
R8A Quadruple Extra Large,r8a.4xlarge,"732,992.288",Memory optimized,227.0 fps,128 GiB,6400 MT/s,16 vCPUs,Up to 4.5 GHz,EBS only,Up to 15 Gigabit,$1.2781 hourly,,$0.5705 hourly,
R8IB Eight Extra Large,r8ib.8xlarge,"734,675.136",Memory optimized,194.0 fps,256 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,33.33 Gigabit,$3.3472 hourly,,$1.731 hourly,
M7I-FLEX Eight Extra Large,m7i-flex.8xlarge,"735,378.605",General purpose,214.0 fps,128 GiB,5600 MT/s,32 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$1.5322 hourly,$1.0135 hourly,$0.696 hourly,$0.383 hourly
M8IN Eight Extra Large,m8in.8xlarge,"742,660.426",General purpose,249.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,50 Gigabit,$2.6733 hourly,,$1.3566 hourly,
R8I-FLEX Eight Extra Large,r8i-flex.8xlarge,"745,573.159",Memory optimized,232.0 fps,256 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$2.1115 hourly,,$0.8238 hourly,
M8I-FLEX Eight Extra Large,m8i-flex.8xlarge,"752,085.863",General purpose,229.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$1.6088 hourly,,$0.6367 hourly,
R8I Eight Extra Large,r8i.8xlarge,"759,073.298",Memory optimized,243.0 fps,256 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,15 Gigabit,$2.2227 hourly,,$0.9482 hourly,
C8I Eight Extra Large,c8i.8xlarge,"761,814.07",Compute optimized,242.0 fps,64 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,15 Gigabit,$1.4994 hourly,,$0.636 hourly,
R7I Eight Extra Large,r7i.8xlarge,"763,358.779",Memory optimized,218.0 fps,256 GiB,4800 MT/s,32 vCPUs,3.2 GHz,EBS only,12.5 Gigabit,$2.1168 hourly,$1.4003 hourly,$0.6392 hourly,$0.5292 hourly
R8IDB Eight Extra Large,r8idb.8xlarge,"764,605.153",Memory optimized,204.0 fps,256 GiB,7200 MT/s,32 vCPUs,3.9 GHz,1900 GB NVMe SSD,33.33 Gigabit,$3.7515 hourly,,$2.1278 hourly,
M8I Eight Extra Large,m8i.8xlarge,"765,153.629",General purpose,239.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,15 Gigabit,$1.6934 hourly,,$0.7659 hourly,
C7I Eight Extra Large,c7i.8xlarge,"766,834.412",Compute optimized,223.0 fps,64 GiB,5600 MT/s,32 vCPUs,3.2 GHz,EBS only,12.5 Gigabit,$1.428 hourly,$0.9446 hourly,$0.7022 hourly,$0.357 hourly
M8IDN Eight Extra Large,m8idn.8xlarge,"767,294.089",General purpose,247.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,1900 GB NVMe SSD,50 Gigabit,$3.055 hourly,,$1.5514 hourly,
R8IDN Eight Extra Large,r8idn.8xlarge,"768,922.707",Memory optimized,237.0 fps,256 GiB,7200 MT/s,32 vCPUs,3.9 GHz,1900 GB NVMe SSD,50 Gigabit,$3.7515 hourly,,$2.1062 hourly,
M8A Quadruple Extra Large,m8a.4xlarge,"771,022.408",General purpose,236.0 fps,64 GiB,6400 MT/s,16 vCPUs,Up to 4.5 GHz,EBS only,Up to 15 Gigabit,$0.9738 hourly,,$0.3491 hourly,
C8I-FLEX Eight Extra Large,c8i-flex.8xlarge,"771,921.361",Compute optimized,232.0 fps,64 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$1.4243 hourly,,$0.7902 hourly,
HPC7A 12xlarge Extra Large,hpc7a.12xlarge,"777,957.861",Compute optimized,180.0 fps,768 GiB,4800 MT/s,24 vCPUs,3.7 GHz,EBS only,300 Gigabit,,,,
M8IB Eight Extra Large,m8ib.8xlarge,"778,967.868",General purpose,233.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,33.33 Gigabit,$2.6733 hourly,,$1.4631 hourly,
M8IDB Eight Extra Large,m8idb.8xlarge,"779,505.501",General purpose,224.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,1900 GB NVMe SSD,33.33 Gigabit,$3.055 hourly,,$1.4576 hourly,
C5 High-CPU 12xlarge Extra Large,c5d.12xlarge,"786,691.797",Compute optimized,178.0 fps,96 GiB,2933 MT/s,48 vCPUs,3.4 GHz,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$2.304 hourly,$1.452 hourly,$0.6909 hourly,$0.27 hourly
C5 High-CPU 12xlarge Extra Large,c5.12xlarge,"789,311.408",Compute optimized,178.0 fps,96 GiB,2933 MT/s,48 vCPUs,3.4 GHz,EBS only,12 Gigabit,$2.04 hourly,$1.285 hourly,$0.9004 hourly,$0.27 hourly
C6IN 12xlarge Extra Large,c6in.12xlarge,"795,228.628",Compute optimized,215.0 fps,96 GiB,3200 MT/s,48 vCPUs,3.5 GHz,EBS only,75 Gigabit,$2.7216 hourly,$1.7146 hourly,$0.9592 hourly,$0.6804 hourly
R8IN Eight Extra Large,r8in.8xlarge,"795,722.989",Memory optimized,230.0 fps,256 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,50 Gigabit,$3.3472 hourly,,$1.8018 hourly,
C8INE Eight Extra Large,c8ine.8xlarge,"796,812.749",Compute optimized,231.0 fps,64 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,50 Gigabit,$2.7216 hourly,,,
M8INE Eight Extra Large,m8ine.8xlarge,"798,801.797",General purpose,119.0 fps,128 GiB,7200 MT/s,32 vCPUs,3.9 GHz,EBS only,50 Gigabit,$3.3416 hourly,,,
C7G Eight Extra Large,c7g.8xlarge,"807,876.799",Compute optimized,212.0 fps,64 GiB,,32 vCPUs,2.5 GHz,EBS only,15 Gigabit,$1.16 hourly,$0.7644 hourly,$0.3646 hourly,$0.29 hourly
M6I 12xlarge Extra Large,m6i.12xlarge,"808,352.981",General purpose,215.0 fps,192 GiB,3200 MT/s,48 vCPUs,3.5 GHz,EBS only,18.75 Gigabit,$2.304 hourly,$1.5241 hourly,$0.8568 hourly,$0.576 hourly
M5A 16xlarge Extra Large,m5a.16xlarge,"810,673.873",General purpose,110.0 fps,256 GiB,2667 MT/s,64 vCPUs,2.5 GHz,EBS only,12 Gigabit,$2.752 hourly,$1.734 hourly,$0.9878 hourly,$0.27 hourly
M7G Eight Extra Large,m7g.8xlarge,"815,390.496",General purpose,213.0 fps,128 GiB,,32 vCPUs,2.5 GHz,EBS only,15 Gigabit,$1.3056 hourly,$0.8637 hourly,$0.5796 hourly,$0.3264 hourly
M7GD Eight Extra Large,m7gd.8xlarge,"817,160.368",General purpose,212.0 fps,128 GiB,,32 vCPUs,2.5 GHz,1900 GB NVMe SSD,15 Gigabit,$1.7086 hourly,$1.0764 hourly,$0.6476 hourly,$0.4272 hourly
R7GD Eight Extra Large,r7gd.8xlarge,"817,891.374",Memory optimized,208.0 fps,256 GiB,,32 vCPUs,2.5 GHz,1900 GB NVMe SSD,15 Gigabit,$2.1773 hourly,$1.3684 hourly,$1.3043 hourly,$0.5443 hourly
M5AD 16xlarge Extra Large,m5ad.16xlarge,"818,518.992",General purpose,113.0 fps,256 GiB,2667 MT/s,64 vCPUs,2.5 GHz,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$3.296 hourly,$2.076 hourly,$1.4768 hourly,$0.27 hourly
M6IN 12xlarge Extra Large,m6in.12xlarge,"818,658.594",General purpose,219.0 fps,192 GiB,3200 MT/s,48 vCPUs,3.5 GHz,EBS only,75 Gigabit,$3.3415 hourly,$2.1052 hourly,$1.578 hourly,$0.8354 hourly
HPC7G Eight Extra Large,hpc7g.8xlarge,"819,304.871",Compute optimized,214.0 fps,128 GiB,,32 vCPUs,2.6 GHz,EBS only,200 Gigabit,$1.6832 hourly,$1.3255 hourly,,
M6IDN 12xlarge Extra Large,m6idn.12xlarge,"819,812.126",General purpose,216.0 fps,192 GiB,3200 MT/s,48 vCPUs,3.5 GHz,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$3.8189 hourly,$2.4059 hourly,$1.3499 hourly,$0.9547 hourly
C7GD Eight Extra Large,c7gd.8xlarge,"819,882.142",Compute optimized,212.0 fps,64 GiB,,32 vCPUs,2.5 GHz,1900 GB NVMe SSD,15 Gigabit,$1.4515 hourly,$0.9148 hourly,$0.4441 hourly,$0.3629 hourly
M6ID 12xlarge Extra Large,m6id.12xlarge,"820,442.697",General purpose,219.0 fps,192 GiB,3200 MT/s,48 vCPUs,3.5 GHz,2850 GB (2×1425 GB NVMe SSD),18.75 Gigabit,$2.8476 hourly,$1.794 hourly,$0.8824 hourly,$0.7119 hourly
R5AD 16xlarge Extra Large,r5ad.16xlarge,"824,529.76",Memory optimized,117.0 fps,512 GiB,2667 MT/s,64 vCPUs,2.5 GHz,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$4.192 hourly,$2.641 hourly,$1.4343 hourly,$0.27 hourly
R5A 16xlarge Extra Large,r5a.16xlarge,"825,593.395",Memory optimized,107.0 fps,512 GiB,3200 MT/s,64 vCPUs,2.5 GHz,EBS only,12 Gigabit,$3.616 hourly,$2.278 hourly,$0.9307 hourly,$0.27 hourly
R7G Eight Extra Large,r7g.8xlarge,"833,767.587",Memory optimized,206.0 fps,256 GiB,,32 vCPUs,2.5 GHz,EBS only,15 Gigabit,$1.7136 hourly,$1.1335 hourly,$0.5076 hourly,$0.4284 hourly
R6I 12xlarge Extra Large,r6i.12xlarge,"845,256.438",Memory optimized,218.0 fps,384 GiB,3200 MT/s,48 vCPUs,3.5 GHz,EBS only,18.75 Gigabit,$3.024 hourly,$2.0004 hourly,$1.1039 hourly,$0.756 hourly
C6I 12xlarge Extra Large,c6i.12xlarge,"847,121.112",Compute optimized,218.0 fps,96 GiB,3200 MT/s,48 vCPUs,3.5 GHz,EBS only,18.75 Gigabit,$2.04 hourly,$1.3495 hourly,$0.7251 hourly,$0.51 hourly
C5A 12xlarge Extra Large,c5a.12xlarge,"891,199.406",Compute optimized,176.0 fps,96 GiB,2933 MT/s,48 vCPUs,3.3 GHz,EBS only,12 Gigabit,$1.848 hourly,$1.164 hourly,$0.7956 hourly,$0.27 hourly
R5N 16xlarge Extra Large,r5n.16xlarge,"911,940.724",Memory optimized,160.0 fps,512 GiB,3200 MT/s,64 vCPUs,2.5 GHz,EBS only,75 Gigabit,$4.768 hourly,$3.004 hourly,$1.4712 hourly,$0.27 hourly
M5 General Purpose 16xlarge Extra Large,m5d.16xlarge,"915,070.06",General purpose,162.0 fps,256 GiB,2933 MT/s,64 vCPUs,3.1 GHz,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$3.616 hourly,$2.278 hourly,$1.4949 hourly,$0.27 hourly
R5D 16xlarge Extra Large,r5d.16xlarge,"919,188.051",Memory optimized,164.0 fps,512 GiB,2933 MT/s,64 vCPUs,3.1 GHz,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$4.608 hourly,$2.903 hourly,$1.5505 hourly,$0.27 hourly
C6G 12xlarge Extra Large,c6g.12xlarge,"920,774.986",Compute optimized,170.0 fps,96 GiB,,48 vCPUs,2.5 GHz,EBS only,20 Gigabit,$1.632 hourly,$1.0282 hourly,$0.5082 hourly,$0.408 hourly
R6G 12xlarge Extra Large,r6g.12xlarge,"926,402.47",Memory optimized,173.0 fps,384 GiB,,48 vCPUs,2.5 GHz,EBS only,20 Gigabit,$2.4192 hourly,$1.5241 hourly,$0.6858 hourly,$0.6048 hourly
C6GD 12xlarge Extra Large,c6gd.12xlarge,"928,373.412",Compute optimized,172.0 fps,96 GiB,,48 vCPUs,2.5 GHz,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$1.8432 hourly,$1.1612 hourly,$0.5434 hourly,$0.4608 hourly
R5 16xlarge Extra Large,r5.16xlarge,"928,657.799",Memory optimized,163.0 fps,512 GiB,3200 MT/s,64 vCPUs,3.1 GHz,EBS only,20 Gigabit,$4.032 hourly,$2.54 hourly,$0.9085 hourly,$0.27 hourly
M8G Eight Extra Large,m8g.8xlarge,"928,815.035",General purpose,255.0 fps,128 GiB,,32 vCPUs,2.7 GHz,EBS only,15 Gigabit,$1.4362 hourly,$0.95 hourly,$0.568 hourly,
R6GD 12xlarge Extra Large,r6gd.12xlarge,"931,556.476",Memory optimized,172.0 fps,384 GiB,,48 vCPUs,2.5 GHz,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$2.7648 hourly,$1.7418 hourly,$0.7715 hourly,$0.6912 hourly
M6G 12xlarge Extra Large,m6g.12xlarge,"932,038.835",General purpose,172.0 fps,192 GiB,,48 vCPUs,,EBS only,20 Gigabit,$1.848 hourly,$1.1592 hourly,$0.6556 hourly,$0.462 hourly
M5ZN 12xlarge Extra Large,m5zn.12xlarge,"932,355.655",General purpose,200.0 fps,192 GiB,2933 MT/s,48 vCPUs,4.5 GHz,EBS only,100 Gigabit,$3.9641 hourly,$2.4974 hourly,$1.5419 hourly,$0.27 hourly
C6GN 12xlarge Extra Large,c6gn.12xlarge,"932,823.735",Compute optimized,172.0 fps,96 GiB,,48 vCPUs,2.5 GHz,EBS only,75 Gigabit,$2.0736 hourly,$1.3088 hourly,$0.7877 hourly,$0.5184 hourly
M6GD 12xlarge Extra Large,m6gd.12xlarge,"933,005.054",General purpose,173.0 fps,192 GiB,,48 vCPUs,2.5 GHz,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$2.1696 hourly,$1.3668 hourly,$0.7011 hourly,$0.5424 hourly
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,"936,265.665",General purpose,161.0 fps,256 GiB,2666 MT/s,64 vCPUs,3.1 GHz,EBS only,20 Gigabit,$3.072 hourly,$1.935 hourly,$1.032 hourly,$0.27 hourly
R8G Eight Extra Large,r8g.8xlarge,"961,033.111",Memory optimized,248.0 fps,256 GiB,,32 vCPUs,2.7 GHz,EBS only,15 Gigabit,$1.8851 hourly,$1.247 hourly,$0.5765 hourly,$0.4713 hourly
M7I-FLEX 12xlarge Extra Large,m7i-flex.12xlarge,"968,620.724",General purpose,227.0 fps,192 GiB,4800 MT/s,48 vCPUs,3.5 GHz,EBS only,Up to 18.75 Gigabit,$2.2982 hourly,$1.5202 hourly,$0.8261 hourly,
C8GN Eight Extra Large,c8gn.8xlarge,"975,386.726",Compute optimized,252.0 fps,64 GiB,,32 vCPUs,2.8 GHz,EBS only,100 Gigabit,$1.896 hourly,,$0.5666 hourly,
C8GB Eight Extra Large,c8gb.8xlarge,"983,858.57",Compute optimized,257.0 fps,64 GiB,,32 vCPUs,2.8 GHz,EBS only,66.66 Gigabit,$1.896 hourly,,$0.7905 hourly,
M8GN Eight Extra Large,m8gn.8xlarge,"998,050.682",General purpose,186.0 fps,128 GiB,,32 vCPUs,2.8 GHz,EBS only,100 Gigabit,$2.328 hourly,,$0.8293 hourly,
M6A 12xlarge Extra Large,m6a.12xlarge,"1,009,410.651",General purpose,211.0 fps,192 GiB,3200 MT/s,48 vCPUs,3.6 GHz,EBS only,18.75 Gigabit,$2.0736 hourly,$1.3717 hourly,$0.9335 hourly,$0.5184 hourly
C6A 12xlarge Extra Large,c6a.12xlarge,"1,014,155.926",Compute optimized,218.0 fps,96 GiB,2933 MT/s,48 vCPUs,3.6 GHz,EBS only,18.75 Gigabit,$1.836 hourly,$1.2145 hourly,$0.7659 hourly,$0.459 hourly
M5ZN Metal,m5zn.metal,"1,015,228.426",General purpose,132.0 fps,192 GiB,2933 MT/s,48 vCPUs,4.5 GHz,EBS only,100 Gigabit,$3.9641 hourly,$2.4974 hourly,$1.1146 hourly,
M8GB Eight Extra Large,m8gb.8xlarge,"1,015,873.016",General purpose,218.0 fps,128 GiB,,32 vCPUs,2.8 GHz,EBS only,66.66 Gigabit,$2.328 hourly,,$0.8276 hourly,
C8G Eight Extra Large,c8g.8xlarge,"1,024,081.927",Compute optimized,254.0 fps,64 GiB,,32 vCPUs,2.7 GHz,EBS only,15 Gigabit,$1.2762 hourly,$0.841 hourly,$0.4157 hourly,
R7I 12xlarge Extra Large,r7i.12xlarge,"1,058,395.502",Memory optimized,232.0 fps,384 GiB,4800 MT/s,48 vCPUs,3.2 GHz,EBS only,18.75 Gigabit,$3.1752 hourly,$2.1004 hourly,$0.9318 hourly,$0.7938 hourly
C7A Eight Extra Large,c7a.8xlarge,"1,061,007.958",Compute optimized,285.0 fps,64 GiB,5600 MT/s,32 vCPUs,Up to 3.7 GHz,EBS only,12.5 Gigabit,$1.6422 hourly,$1.0863 hourly,$0.6518 hourly,$0.4106 hourly
C6IN 16xlarge Extra Large,c6in.16xlarge,"1,061,183.883",Compute optimized,187.0 fps,128 GiB,3200 MT/s,64 vCPUs,3.5 GHz,EBS only,100 Gigabit,$3.6288 hourly,$2.2861 hourly,$1.0736 hourly,$0.9072 hourly
R6A 12xlarge Extra Large,r6a.12xlarge,"1,064,183.572",Memory optimized,217.0 fps,384 GiB,3200 MT/s,48 vCPUs,3.6 GHz,EBS only,18.75 Gigabit,$2.7216 hourly,$1.8003 hourly,$0.9843 hourly,$0.6804 hourly
M7I 12xlarge Extra Large,m7i.12xlarge,"1,068,011.57",General purpose,235.0 fps,192 GiB,4800 MT/s,48 vCPUs,3.2 GHz,EBS only,18.75 Gigabit,$2.4192 hourly,$1.6003 hourly,$0.7583 hourly,$0.6048 hourly
M6I 16xlarge Extra Large,m6i.16xlarge,"1,069,742.175",General purpose,184.0 fps,256 GiB,3200 MT/s,64 vCPUs,3.5 GHz,EBS only,25 Gigabit,$3.072 hourly,$2.0321 hourly,$1.3495 hourly,$0.768 hourly
C6I 16xlarge Extra Large,c6i.16xlarge,"1,074,862.493",Compute optimized,185.0 fps,128 GiB,3200 MT/s,64 vCPUs,3.5 GHz,EBS only,25 Gigabit,$2.72 hourly,$1.7993 hourly,$0.8362 hourly,$0.68 hourly
R7A Eight Extra Large,r7a.8xlarge,"1,076,112.543",Memory optimized,284.0 fps,256 GiB,5600 MT/s,32 vCPUs,Up to 3.7 GHz,EBS only,12.5 Gigabit,$2.4344 hourly,$1.6104 hourly,$0.6352 hourly,$0.6086 hourly
R6I 16xlarge Extra Large,r6i.16xlarge,"1,080,077.631",Memory optimized,187.0 fps,512 GiB,3200 MT/s,64 vCPUs,3.5 GHz,EBS only,25 Gigabit,$4.032 hourly,$2.6672 hourly,$1.178 hourly,$1.008 hourly
M7A Eight Extra Large,m7a.8xlarge,"1,087,079.606",General purpose,281.0 fps,128 GiB,5600 MT/s,32 vCPUs,Up to 3.7 GHz,EBS only,12.5 Gigabit,$1.8547 hourly,$1.2269 hourly,$0.9641 hourly,$0.4637 hourly
M6IN 16xlarge Extra Large,m6in.16xlarge,"1,090,336.045",General purpose,187.0 fps,256 GiB,3200 MT/s,64 vCPUs,3.5 GHz,EBS only,100 Gigabit,$4.4554 hourly,$2.8069 hourly,$1.9949 hourly,$1.1138 hourly
M6ID 16xlarge Extra Large,m6id.16xlarge,"1,098,570.999",General purpose,184.0 fps,256 GiB,3200 MT/s,64 vCPUs,3.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.7968 hourly,$2.392 hourly,$1.1158 hourly,$0.9492 hourly
M6IDN 16xlarge Extra Large,m6idn.16xlarge,"1,101,738.681",General purpose,186.0 fps,256 GiB,3200 MT/s,64 vCPUs,3.5 GHz,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$5.0918 hourly,$3.2079 hourly,$2.008 hourly,$1.273 hourly
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,"1,109,399.076",Compute optimized,245.0 fps,96 GiB,5600 MT/s,48 vCPUs,3.2 GHz,EBS only,Up to 18.75 Gigabit,$2.0349 hourly,$1.3461 hourly,$0.7995 hourly,
M8I 12xlarge Extra Large,m8i.12xlarge,"1,109,527.295",General purpose,281.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,22.5 Gigabit,$2.5402 hourly,,$1.1061 hourly,
M8I-FLEX 12xlarge Extra Large,m8i-flex.12xlarge,"1,114,464.825",General purpose,262.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,Up to 22.5 Gigabit,$2.4132 hourly,,$0.7742 hourly,
C7I 12xlarge Extra Large,c7i.12xlarge,"1,114,637.356",Compute optimized,245.0 fps,96 GiB,4800 MT/s,48 vCPUs,3.2 GHz,EBS only,18.75 Gigabit,$2.142 hourly,$1.4169 hourly,$1.0917 hourly,$0.5355 hourly
R8IDB 12xlarge Extra Large,r8idb.12xlarge,"1,120,012.445",Memory optimized,276.0 fps,384 GiB,7200 MT/s,48 vCPUs,3.9 GHz,2850 GB NVMe SSD,50 Gigabit,$5.6273 hourly,,$2.7642 hourly,
M8INE 12xlarge Extra Large,m8ine.12xlarge,"1,130,742.049",General purpose,108.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,75 Gigabit,$5.0124 hourly,,,
C8I 12xlarge Extra Large,c8i.12xlarge,"1,138,114.997",Compute optimized,282.0 fps,96 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,22.5 Gigabit,$2.249 hourly,,$1.0229 hourly,
C5 High-CPU 18xlarge,c5.18xlarge,"1,142,358.494",Compute optimized,183.0 fps,144 GiB,2933 MT/s,72 vCPUs,3.4 GHz,EBS only,25 Gigabit,$3.06 hourly,$1.928 hourly,$1.0282 hourly,$0.27 hourly
R8IB 12xlarge Extra Large,r8ib.12xlarge,"1,145,767.027",Memory optimized,143.0 fps,384 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,50 Gigabit,$5.0208 hourly,,$2.5442 hourly,
R8IDN 12xlarge Extra Large,r8idn.12xlarge,"1,148,691.768",Memory optimized,242.0 fps,384 GiB,7200 MT/s,48 vCPUs,3.9 GHz,2850 GB NVMe SSD,75 Gigabit,$5.6273 hourly,,$3.0053 hourly,
M8IDB 12xlarge Extra Large,m8idb.12xlarge,"1,153,938.617",General purpose,284.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,2850 GB NVMe SSD,50 Gigabit,$4.5826 hourly,,$2.1522 hourly,
M8IDN 12xlarge Extra Large,m8idn.12xlarge,"1,156,487.17",General purpose,235.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,2850 GB NVMe SSD,75 Gigabit,$4.5826 hourly,,$1.8777 hourly,
M8IB 12xlarge Extra Large,m8ib.12xlarge,"1,159,607.022",General purpose,270.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,50 Gigabit,$4.0099 hourly,,$1.7878 hourly,
C5N 18xlarge,c5n.18xlarge,"1,160,775.462",Compute optimized,187.0 fps,192 GiB,2666 MT/s,72 vCPUs,3 GHz,EBS only,100 Gigabit,$3.888 hourly,$2.449 hourly,$1.4231 hourly,$0.27 hourly
C5 High-CPU 18xlarge,c5d.18xlarge,"1,164,577.436",Compute optimized,188.0 fps,144 GiB,2666 MT/s,72 vCPUs,3.4 GHz,1800 GB (2×900 GB NVMe SSD),25 Gigabit,$3.456 hourly,$2.177 hourly,$0.9604 hourly,$0.27 hourly
R8I 12xlarge Extra Large,r8i.12xlarge,"1,169,590.643",Memory optimized,279.0 fps,384 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,22.5 Gigabit,$3.3341 hourly,,$1.1992 hourly,
M8IN 12xlarge Extra Large,m8in.12xlarge,"1,169,828.181",General purpose,269.0 fps,192 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,75 Gigabit,$4.0099 hourly,,$1.7015 hourly,
C8I-FLEX 12xlarge Extra Large,c8i-flex.12xlarge,"1,172,686.184",Compute optimized,266.0 fps,96 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,Up to 22.5 Gigabit,$2.1365 hourly,,$0.7252 hourly,
R5A 24xlarge,r5a.24xlarge,"1,175,174.44",Memory optimized,115.0 fps,768 GiB,2667 MT/s,96 vCPUs,2.5 GHz,EBS only,20 Gigabit,$5.424 hourly,$3.417 hourly,$1.8963 hourly,$0.27 hourly
C8INE 12xlarge Extra Large,c8ine.12xlarge,"1,178,203.24",Compute optimized,109.0 fps,96 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,75 Gigabit,$4.0824 hourly,,,
R7G 12xlarge Extra Large,r7g.12xlarge,"1,184,600.197",Memory optimized,239.0 fps,384 GiB,,48 vCPUs,2.5 GHz,EBS only,22.5 Gigabit,$2.5704 hourly,$1.7003 hourly,$0.6726 hourly,$0.6426 hourly
R8I-FLEX 12xlarge Extra Large,r8i-flex.12xlarge,"1,195,169.523",Memory optimized,266.0 fps,384 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,Up to 22.5 Gigabit,$3.1673 hourly,,$1.2114 hourly,
C5A 16xlarge Extra Large,c5a.16xlarge,"1,197,828.935",Compute optimized,184.0 fps,128 GiB,2933 MT/s,64 vCPUs,3.3 GHz,EBS only,20 Gigabit,$2.464 hourly,$1.552 hourly,$1.0808 hourly,$0.27 hourly
C5N Metal,c5n.metal,"1,201,201.201",Compute optimized,184.0 fps,192 GiB,2666 MT/s,72 vCPUs,3 GHz,EBS only,100 Gigabit,$3.888 hourly,$2.449 hourly,$1.1395 hourly,
R8IN 12xlarge Extra Large,r8in.12xlarge,"1,205,525.324",Memory optimized,205.0 fps,384 GiB,7200 MT/s,48 vCPUs,3.9 GHz,EBS only,75 Gigabit,$5.0208 hourly,,$2.3256 hourly,
M5A 24xlarge,m5a.24xlarge,"1,205,575.788",General purpose,114.0 fps,384 GiB,2667 MT/s,96 vCPUs,2.5 GHz,EBS only,20 Gigabit,$4.128 hourly,$2.601 hourly,$1.5452 hourly,$0.27 hourly
